epoch,acc,loss,val_acc,val_loss
0,0.8465625,0.386482543051,0.824375,0.426391683221
1,0.9240625,0.199897824079,0.7975,0.489795476794
2,0.951875,0.132321099862,0.875625,0.310921124816
3,0.958125,0.115455948696,0.891875,0.328615432978
4,0.9603125,0.103453347916,0.906875,0.255317732543
5,0.9671875,0.0914875883935,0.914375,0.249059584215
6,0.9715625,0.0776560599357,0.865,0.54280522272
7,0.9725,0.0726745050633,0.9325,0.212237705868
8,0.9740625,0.072214159607,0.92875,0.235125462487
9,0.9803125,0.0570026956452,0.931875,0.219977800865
10,0.9784375,0.0632659554866,0.959375,0.13610789543
11,0.97875,0.0616151020164,0.931875,0.223144921232
12,0.9828125,0.0507132587966,0.9325,0.225330837183
13,0.9834375,0.0424640882714,0.949375,0.165291312708
14,0.9821875,0.0468820483971,0.94375,0.184493664354
15,0.985,0.0473044410534,0.920625,0.255532525824
16,0.9828125,0.0426212403097,0.951875,0.176603173818
17,0.9871875,0.0393362716492,0.95125,0.164018232129
18,0.9884375,0.0344092879861,0.9425,0.22505503335
19,0.99,0.0294300431182,0.961875,0.12718106614
20,0.9871875,0.0337298003526,0.95,0.165850690312
21,0.9896875,0.0333274226997,0.97875,0.0935288767959
22,0.986875,0.0311403835616,0.96,0.181822912211
23,0.9890625,0.0310450440212,0.959375,0.121879793534
24,0.986875,0.0390495019831,0.956875,0.184991050274
25,0.986875,0.0339560532896,0.97,0.104602621947
26,0.9921875,0.0209360346029,0.9725,0.0727829946438
27,0.9878125,0.0314034768651,0.951875,0.167046585521
28,0.9871875,0.0351996727606,0.959375,0.131414784863
29,0.993125,0.023929447798,0.964375,0.115141617041
30,0.988125,0.0290067765914,0.975,0.0956283174909
31,0.9925,0.0226613625514,0.958125,0.13265740491
32,0.9946875,0.0176004872346,0.9625,0.0980347199738
33,0.9928125,0.018807656953,0.964375,0.107949107224
34,0.9946875,0.0156644237445,0.955625,0.186958059524
35,0.993125,0.0185240861632,0.9575,0.165075649004
36,0.9934375,0.0184378797682,0.97375,0.0837847113842
37,0.993125,0.0218924395608,0.9675,0.105267984149
38,0.9928125,0.020702703078,0.97125,0.0992510442762
39,0.9928125,0.0170789715837,0.975,0.0978946538984
40,0.9915625,0.0240230475074,0.97,0.102812532238
41,0.9921875,0.019594817933,0.97875,0.0787107046461
42,0.9940625,0.0184592077341,0.968125,0.0984251868704
43,0.995,0.0127061374974,0.97625,0.0762588962735
44,0.994375,0.0156015547828,0.96625,0.114817470571
45,0.9946875,0.0153468304445,0.970625,0.101983008131
46,0.9940625,0.01921927649,0.969375,0.0866489222459
47,0.9925,0.0245153240865,0.966875,0.128324226053
48,0.9975,0.009753087383,0.9575,0.127064317474
49,0.99625,0.0142605800809,0.97625,0.0634138514858
50,0.9928125,0.0230250876163,0.974375,0.0927349947771
51,0.99375,0.0154307535823,0.975,0.0950942852115
52,0.99375,0.0190638639609,0.968125,0.131249785225
53,0.994375,0.0161494803974,0.96375,0.138348017292
54,0.9940625,0.013017720275,0.960625,0.177554136489
55,0.99375,0.013560611059,0.964375,0.127857010194
56,0.99375,0.0153739751708,0.969375,0.098427175344
57,0.9928125,0.0172911111022,0.94875,0.168514970904
58,0.9940625,0.0160808381136,0.975,0.0838804423023
59,0.9975,0.00933405887012,0.983125,0.0614218264505
60,0.9946875,0.0129283707965,0.983125,0.0524506881485
61,0.99375,0.016938515265,0.973125,0.11344044491
62,0.996875,0.00937576707976,0.963125,0.130348015833
63,0.995,0.0152537686619,0.970625,0.0963513346412
64,0.9940625,0.0158442671702,0.974375,0.0939738777856
65,0.995,0.0138039909839,0.97875,0.0725411594249
66,0.995625,0.00972710447011,0.9675,0.113095809042
67,0.99375,0.0187612813785,0.963125,0.156360935754
68,0.9959375,0.0102934489623,0.975,0.0611044642027
69,0.9934375,0.0191904996485,0.974375,0.110389918822
70,0.995625,0.0145006754938,0.934375,0.340844461862
71,0.99375,0.0143306915285,0.981875,0.0587301656179
72,0.995625,0.0120907495565,0.98375,0.0662692607619
73,0.9959375,0.0108737908884,0.9725,0.1017715086
74,0.995,0.0167866354631,0.9675,0.125430940342
75,0.996875,0.0109509010585,0.98375,0.0627344080336
76,0.998125,0.00852221983492,0.966875,0.124671194448
77,0.9959375,0.0137724787455,0.975625,0.0866886776133
78,0.998125,0.00709969800333,0.9725,0.104800064689
79,0.99625,0.00710073814706,0.973125,0.0950177571207
80,0.9978125,0.00785182134769,0.9525,0.270275312604
81,0.9984375,0.00705779916461,0.96125,0.197042916044
82,0.9971875,0.00860719010263,0.976875,0.109163898523
83,0.9965625,0.0127749517915,0.971875,0.103392638778
84,0.99625,0.0105384793565,0.96125,0.156987921796
85,0.9971875,0.00990117807432,0.986875,0.0419886543993
86,0.9975,0.0076022279789,0.978125,0.0642622055177
87,0.9946875,0.0122801951135,0.955,0.173256932815
88,0.9978125,0.00509171296024,0.979375,0.0679478802369
89,0.9965625,0.00934926985803,0.975,0.0836806190509
90,0.995625,0.00959945593797,0.970625,0.117236134404
91,0.9953125,0.0115549108122,0.968125,0.111907291792
92,0.995625,0.0131978249233,0.975625,0.103029758307
93,0.996875,0.00806985046936,0.97625,0.0873493717837
94,0.9978125,0.00569342198512,0.9825,0.0732685994179
95,0.9975,0.00827822432799,0.98,0.105115942032
96,0.9953125,0.0116175425303,0.97125,0.166737049101
97,0.9965625,0.0100536638985,0.968125,0.126476015344
98,0.9975,0.00743588612364,0.98375,0.0573741057186
99,0.9971875,0.00628085214543,0.975625,0.0912551548745
